"ID","PO4.conc","PO4.range","PO4.pct","NH4.conc","NH4.range","NH4.pct","NO3.conc","NO3.range","NO3.pct","Ca_ppm","P_ppm","Mg_ppm","K_ppm","Na_ppm","Fe_ppm","Zn_ppm","Cu_ppm","Mn_ppm","Mo_ppm","Collection","Bottle","Coord_x","Coord_y","Date_collected","Extra_volume","Volume_mL","Funnel_area","Water_cm","Collector","Photo_number","Notes","Notes.2","Notes.3","Plot","Treatment","Sample","X1.4m","Palm","Plants_above","Canopy","Date_placed","ID.full","Gap_Fraction.4.5","LAI.4.5","Gap_Fraction.2.25","LAI.2.25","Gap_Fraction.9","LAI.9","K_DL","P.dep","K.dep","Mg.dep","Ca.dep","Na.dep","P.fert","N.fert","K.fert","PO4.dep","NH4.dep","NO3.dep","N.conc","N.dep","DI.control","Treatment.DI","Type","Rain_cm","PO4.rain","NH4.rain","NO3.rain","PO4.dep.pct.of.rain","NH4.dep.pct.of.rain","NO3.dep.pct.of.rain","N.dep.pct.of.rain"
"4-53",107.673570355,3.32825986999999,3.09106483515566,262.228975,3.72915,1.4220968525694,361.7492,15.2924,4.22734867139996,NA,NA,NA,8.74,NA,NA,NA,NA,NA,NA,4,"53",100,375,"2018-07-13","",135,81.15,1.66358595194085,"Eva",1801,"","","","18","K",365,"","","","","","18K-2",0.21341,3.4323,0.13794,4.4021,0.17801,3.8354,0.076776,NA,145.39741219963,NA,NA,NA,"FALSE","FALSE","TRUE",1.79124239037893,4.36240439001848,6.01800887245841,623.978175,10.3804132624769,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,456.229357923307,336.411128428751,189.325743807395,231.943748899437
"4-54",48.098195275,2.66259227,5.53574256742215,115.724825,3.19645,2.7621126236311,147.49895,4.36930000000001,2.96225837539861,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,4,"54",90,380,"2018-07-13","",115,81.15,1.41712877387554,"Palani",1797,"","","","18","K",366,"","","","","","18K-3",0.062629,6.1567,0.088178,5.3965,0.052735,6.5388,0.076776,NA,100.616142945163,NA,NA,NA,"FALSE","FALSE","TRUE",0.68161336495687,1.63996979359211,2.09025006161429,263.223775,3.73021985520641,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,173.606894028693,126.467892365442,65.7589837512017,83.3493961712697
"4-55",39.444828995,0.66558947,1.6873934732595,85.758075,2.93005000000001,3.41664618754561,237.69315,4.36930000000001,1.83821031443271,NA,NA,NA,5.85,NA,NA,NA,NA,NA,NA,4,"55",270,420,"2018-07-13","",100,81.15,1.23228589032656,"Palani",1828,"","","","19","K",367,"","","","","","19K-1",0.54528,1.3477,0.68261,0.84851,0.40621,2.002,0.076776,NA,72.0887245841035,NA,NA,NA,"FALSE","FALSE","TRUE",0.486073062168823,1.05678465804067,2.92905914972274,323.451225,3.9858438077634,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,123.802787522344,81.4949939375394,92.1478040211956,89.0611512204529
"4-56",57.58368512,0.998501399999993,1.73400052101423,221.87375,7.72480000000002,3.4816196147584,321.48945,6.5539,2.03860499932424,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,4,"56",245,430,"2018-07-13","",145,81.15,1.78681454097351,"Palani",1825,"","","","19","K",368,"","","","","","19K-2",0.15632,4.1241,0.10537,5.0005,0.12761,4.5751,0.076776,NA,95.9519408502773,NA,NA,NA,"FALSE","FALSE","TRUE",1.02891365895256,3.9644724276032,5.74442024029575,543.3632,9.70889266789895,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,262.064263610433,305.724211640318,180.71868250536,216.93904723379
"4-57",79.882807485,2.32975847,2.91647044382794,175.392,6.3929,3.64492109104178,199.14995,0.312100000000015,0.15671608252978,NA,NA,NA,5.73,NA,NA,NA,NA,NA,NA,4,"57",255,430,"2018-07-13","",225,81.15,2.77264325323475,"Eva",1820,"","","","19","K",369,"","","","","","19K-3",0.074491,5.7713,0.10117,5.0909,0.062968,6.1447,0.076776,NA,158.872458410351,NA,NA,NA,"FALSE","FALSE","TRUE",2.21486527222736,4.86299445471349,5.52171765249538,374.54195,10.3847121072089,FALSE,"K","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,564.126087269046,375.014626290982,173.712489264918,232.039803857738
"4-58",129.14068635,3.66101554,2.83490481851539,116.390775,1.33185,1.14429171899577,157.1738,6.24180000000001,3.97127256578387,NA,NA,NA,4.73,NA,NA,NA,NA,NA,NA,4,"58",325,420,"2018-07-13","",125,81.15,1.54035736290819,"Eva",1838,"","","","20","NPK",370,"","","","","","20NPK-1",0.034006,7.5138,0.042701,7.0078,0.029611,7.8213,0.076776,NA,72.8589032655576,NA,NA,NA,"TRUE","TRUE","TRUE",1.9892280707024,1.79283387245841,2.4210382008626,273.564575,4.21387207332101,FALSE,"NPK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,506.656301980208,138.256156971377,76.1655337967595,94.1562981506483
"4-59",96.52398964,3.66101554,3.79285559336521,70.7081,12.2531,17.3291320230638,119.7229,1.87259999999999,1.56411179481953,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,4,"59",325,425,"2018-07-13","",90,81.15,1.1090573012939,"Eva",1840,"","","","20","NPK",371,"","","","","","20NPK-2",0.054346,6.472,0.059396,6.2745,0.041062,7.0948,0.076776,NA,49.3530499075786,NA,NA,NA,"TRUE","TRUE","TRUE",1.07050635460259,0.784193345656192,1.32779556377079,190.431,2.11198890942699,FALSE,"NPK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,272.657921360292,60.4738453230373,41.7722685464191,47.191052311692
"4-60",133.63378639,3.32818173999999,2.49052416301888,193.37205,0.79910000000001,0.413244830367165,152.33635,1.56050000000002,1.02437796363115,NA,NA,NA,4.94,NA,NA,NA,NA,NA,NA,4,"60",350,405,"2018-07-13","",100,81.15,1.23228589032656,"Palani",1842,"","","","20","NPK",372,"","","","","","20NPK-3",0.024165,8.273,0.020106,8.6816,0.05959,6.2672,0.076776,NA,60.8749229821318,NA,NA,NA,"TRUE","TRUE","TRUE",1.6467502943931,2.38289648798521,1.87721934688848,345.7084,4.26011583487369,FALSE,"NPK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,419.427227440753,183.759419068578,59.0570663273395,95.1895856649819
"4-61",335.99033013,5.99085214,1.78304302319714,157.8115,5.32740000000001,3.37579960902723,165.6002,1.2484,0.753863823835964,NA,NA,NA,3.61,NA,NA,NA,NA,NA,NA,4,"61",185,435,"2018-07-12","",150,81.15,1.84842883548983,"Palani",1932,"","","","21","PK",373,"","","","","","21PK-1",0.072311,5.8373,0.10189,5.0753,0.077152,5.6933,0.076776,NA,66.728280961183,NA,NA,NA,"TRUE","FALSE","TRUE",6.21054214658041,2.91703327171904,3.06100184842884,323.4117,5.97803512014787,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,1581.82481115279,224.949905343153,96.298703446886,133.575402227169
"4-62",370.770329345,16.97397689,4.57802999500691,227.33435,2.131,0.937385837204101,128.7735,1.24839999999998,0.969454119053979,NA,NA,NA,3.76,NA,NA,NA,NA,NA,NA,4,"62",180,445,"2018-07-12","",90,81.15,1.1090573012939,"Palani",1931,"","","","21","PK",374,"","","","","","21PK-2",0.030177,7.7793,0.020922,8.5932,0.073896,5.7891,0.076776,NA,41.7005545286506,NA,NA,NA,"TRUE","FALSE","TRUE",4.11205540863216,2.52126820702403,1.4281719038817,356.10785,3.94944011090573,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,1047.34033143803,194.430091015219,44.9300946073166,88.2477337090819
"4-63",334.825450895,60.24096455,17.9917519379049,328.5554,1.06549999999999,0.324298428819002,178.86405,1.56049999999999,0.87245033308817,NA,NA,NA,4.45,NA,NA,NA,NA,NA,NA,4,"63",185,425,"2018-07-12","",100,81.15,1.23228589032656,"Palani",1933,"","","","21","PK",375,"","","","","","21PK-3",0.016041,9.1836,0.0051739,11.698,0.034711,7.4682,0.076776,NA,54.8367221195317,NA,NA,NA,"TRUE","FALSE","TRUE",4.12600678860136,4.04874183610598,2.20411645101664,507.41945,6.25285828712261,FALSE,"PK","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,1050.89374730161,312.222730409303,69.3412049351751,139.71615154232
"4-64",192.210699135,8.65344440999999,4.50206177332626,178.721625,3.46285,1.93756631297416,269.68245,24.6551,9.14227084483992,NA,NA,NA,2.47,NA,NA,NA,NA,NA,NA,4,"64",75,480,"2018-07-12","",110,81.15,1.35551447935921,"Palani",1942,"Holes in bag after collection; bottle emptied and bag replaced in such a way that water most likely will not re-enter (collection accurate b/c it didn't rain between putting on the bag and collecting)","","","22","NP",376,"","","","","","22NP-1",0.044518,6.9153,0.059814,6.2589,0.034331,7.4927,0.076776,NA,33.4812076401725,NA,NA,NA,"TRUE","TRUE","FALSE",2.6054438576525,2.42259750462107,3.65558465804067,448.404075,6.07818216266174,FALSE,"NP","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,663.60643577141,186.821002225976,115.004198083165,135.813124357734
"4-65",1624.23011595,9.9842327,0.614705551999957,318.300125,1.86455000000001,0.585783621668389,259.6955,2.18459999999999,0.84121596254074,NA,NA,NA,8.89,NA,NA,NA,NA,NA,NA,4,"65",95,500,"2018-07-12","",85,81.15,1.04744300677757,"Palani",1937,"","","","22","NP",377,"","","","","","22NP-2",0.027609,7.9769,0.0090695,10.451,0.027943,7.9502,0.076776,NA,93.1176833025262,NA,NA,NA,"TRUE","TRUE","FALSE",17.0128847634935,3.33401239987677,2.72016235366605,577.995625,6.05417475354282,FALSE,"NP","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,4333.18099982543,257.105663153167,85.5759391186007,135.276694031542
"4-66",132.968157855,0.665589469999978,0.500563052641366,162.472975,3.99555000000001,2.45920898537126,180.11245,27.1519,15.0749712193688,NA,NA,NA,6.15,NA,NA,NA,NA,NA,NA,4,"66",80,475,"2018-07-12","",180,81.15,2.2181146025878,"Palani",1941,"","","","22","NP",378,"","","","","","22NP-3",0.017337,9.011,0.0052397,11.67,0.030997,7.7197,0.076776,NA,136.41404805915,NA,NA,NA,"TRUE","TRUE","FALSE",2.94938612617375,3.60383678373383,3.99510055452865,342.585425,7.59893733826248,FALSE,"NP","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,751.208516412737,277.913437338119,125.685322189046,169.793433972391
"4-67",121.81857714,2.32983660000002,1.91254622628079,513.1505,10.655,2.07638889565536,278.2649,12.4836,4.48622876978017,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,4,"67",265,500,"2018-07-13","",60,81.15,0.739371534195933,"Palani",1879,"","","","23","N",379,"","","","","","23N-1",0.0048108,11.86,0.0032196,12.752,0.003912,12.319,0.076776,NA,45.1016635859519,NA,NA,NA,"FALSE","TRUE","FALSE",0.900691882735675,3.7940887245841,2.05741146025878,791.4154,5.85150018484288,FALSE,"N","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,229.406182856304,292.584903893041,64.7258858015326,130.748059372962
"4-69",121.31932644,5.99085214,4.93808555965141,290.064775,0.266349999999989,0.0918243175166611,200.8665,0,0,NA,NA,NA,7.99,NA,NA,NA,NA,NA,NA,4,"69",270,510,"2018-07-13","",115,81.15,1.41712877387554,"Eva",1877,"","","","23","N",381,"","","","","","23N-3",0.00037094,17.554,0.00053396,16.745,0.00087393,15.65,0.076776,NA,113.228589032656,NA,NA,NA,"FALSE","TRUE","FALSE",1.71925108325323,4.11059138940234,2.84653696857671,490.931275,6.95712835797905,FALSE,"N","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,437.893175169689,316.992319873511,89.5516673824509,155.452619478775
"4-7",49.76232521,0.665667599999997,1.33769392244201,150.486275,7.19204999999999,4.779206608709,257.823,0.936199999999985,0.363117332433485,NA,NA,NA,0.0490695,NA,NA,NA,NA,NA,NA,4,"7",105,95,"2018-07-13","55",105,81.15,1.29390018484288,"Omar",1915,"In gap, nothing directly overhead","","","3","NP",322,"","","","","","3NP-1",0.94981,0.11443,0.99983,0.00038582,0.81099,0.46555,0.098139,NA,0.634910351201479,NA,NA,NA,"TRUE","TRUE","FALSE",0.643874817874307,1.94714219038817,3.33597227356747,408.309275,5.28311446395564,FALSE,"NP","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,163.994887749189,150.15579550087,104.94923576874,118.047841030013
"4-70",576.288716055,8.65344441000008,1.50158144154504,187.511875,2.93004999999999,1.56259436902329,225.8337,4.99340000000001,2.21109604102488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"70",325,500,"2018-07-13","",130,81.15,1.60197165742452,"Palani",1848,"","","","24","P",382,"","","","","","24P-1",0.0004227,17.264,0.00021043,18.814,0.0017644,14.089,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE",9.23198189613678,3.0038870918053,3.61779186691312,413.345575,6.62167895871842,FALSE,"P","Tfall",1.31700554528651,0.392618835081639,1.29674794362292,3.17865323089957,2351.38538226704,231.647723567071,113.815241994462,147.957215465157
"1-1",90.124166015,2.66649877000001,2.95869452989579,31.4501,2.9148,9.26801504605709,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"1",205,35,"2018-06-25","330",380,81.15,4.68268638324091,"Omar",1577,"Also photo 1571","Some water leaked through foil, shook out thoroughly but did not rinse with DI","About 10-15 degrees unlevel on 6/24","1","P",1,"Y","Y","4","Y","2018-06-20","1P-1",0.021453,8.5375,0.02411,8.2781,0.019535,8.7456,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE",4.22023204999384,1.47270955021565,0.216105976586568,36.0651,1.68881552680222,FALSE,"P","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,601.693317519057,180.841549553058,6.22157664979804,39.3860062834161
"1-10",38.29534137,0.33330258,0.87034758818237,27.6079,0,0,4.615,3.7339,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"10",195,115,"2018-06-25","230",280,81.15,3.45040049291436,"Omar",1590,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","4","N",10,"Y","Y","4","Y","2018-06-20","4N-1",0.020193,8.672,0.013901,9.5017,0.023149,8.3684,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",1.32134264739372,0.952583117683303,0.159235982747998,32.2229,1.1118191004313,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,188.38846576953,116.972560580398,4.58431963669329,25.9294833453634
"1-11",10.29776839,0.333302579999999,3.23664863470482,20.71845,6.8895,33.2529701787537,21.56555,15.6027,72.3501139548956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"11",190,95,"2018-06-25","390",440,81.15,5.42205791743685,"Palani",1592,"Near gap","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","4","N",11,"N","Y","1","Y","2018-06-20","4N-2",0.32667,2.4862,0.35365,2.3099,0.27808,2.8441,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",0.558350966309304,1.12336635859519,1.1692966112138,42.284,2.292662969809,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,79.6060598750978,137.943909560703,33.6634303591395,53.4687398958452
"1-12",142.952937465,17.66511487,12.35729407402,34.89485,4.5047,12.9093548188343,4.615,15.7146,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"12",215,105,"2018-06-25","560",610,81.15,7.51694393099199,"Omar",1594,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","About 1-2cm below funnel top on 6/24","4","N",12,"Y","N","5+","Y","2018-06-20","4N-3",0.028965,7.8704,0.021629,8.5193,0.031141,7.7094,NA,NA,NA,NA,NA,NA,"FALSE","TRUE","FALSE",10.7456921569501,2.62302630930376,0.34690696241528,39.50985,2.96993327171904,FALSE,"N","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,1532.05110201541,322.094836842384,9.98726777993896,69.2638175365093
"1-13",28.29618584,0.33330258,1.17790638598662,21.11595,6.0945,28.8620687205643,42.4621,10.5876,24.9342354711613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"13",295,105,"2018-06-25","340",390,81.15,4.80591497227357,"Omar",1574,"","","","5","NPK",13,"Y","N","3","Y","2018-06-19","5NPK-1",0.064144,6.1036,0.03853,7.2363,0.063451,6.1277,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",1.35989063186691,1.0148146025878,2.04069242144177,63.57805,3.05550702402957,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,193.884387412366,124.614283389536,58.7504543798494,71.2595407476644
"1-14",104.95616989,0.333302579999984,0.317563589019401,35.5573,16.9586,47.6937225267385,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"14",280,105,"2018-06-25","490",540,81.15,6.6543438077634,"Palani",1572,"","","Bottle full and tilted 45 for collection on 6/25","5","NPK",14,"Y","Y","4","Y","2018-06-19","5NPK-2",0.036052,7.384,0.040305,7.1362,0.03477,7.4644,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",6.98414439194085,2.36610499075786,0.307097966728281,40.1723,2.67320295748614,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,995.754015285758,290.546152071343,8.84118787076564,62.3435696850542
"1-15",162.45125559,2.66642064,1.64136659351505,42.8442,8.2144,19.1727234958291,21.7049,14.2096,65.4672447235417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"15",280,115,"2018-06-25","260",310,81.15,3.82008626001232,"Omar",1560,"","","","5","NPK",15,"Y","Y","5+","Y","2018-06-19","5NPK-3",0.00056504,16.619,0.00048136,16.975,0.013861,9.5081,NA,NA,NA,NA,NA,NA,"TRUE","TRUE","TRUE",6.20577809401109,1.6366853974122,0.829145902649415,64.5491,2.46583130006161,FALSE,"NPK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,884.779596225776,200.976983788517,23.8706715505061,57.5073153560867
"1-16",18.963674535,16.33190455,86.1220462303194,33.30495,14.0439,42.1676057162674,69.34895,9.7517,14.0617846412959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"16",60,155,"2018-06-25","510",560,81.15,6.90080098582871,"Omar",1658,"Near gap","Some water leaked through foil, shook out thoroughly but did not rinse with DI","Water slightly into funnel on 6/24","6","C",16,"Y","Y","2","N","2018-06-21","6C-1",0.27744,2.8492,0.26921,2.9161,0.23636,3.2053,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",1.30864543926063,2.29830831792976,4.78563302526186,102.6539,7.08394134319162,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,186.578180175202,282.221051329666,137.775841070016,165.209375344032
"1-17",48.79437264,0.666605159999995,1.36615171777726,36.35225,6.3595,17.4941028409521,4.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"17",65,125,"2018-06-25","530",580,81.15,7.14725816389402,"Palani",1662,"Near gap","Some water leaked through foil, shook out thoroughly but did not rinse with DI","Water slightly into funnel and funnel tilted 5-10 degrees on 6/24","6","C",17,"Y","Y","5+","Y","2018-06-21","6C-2",0.042906,6.9972,0.04021,7.1414,0.03606,7.3835,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",3.48745978203327,2.59818915588416,0.329845964263709,40.96725,2.92803512014787,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,497.219399575185,319.044955546898,9.49609067600754,68.286682476548
"1-18",19.29693805,0.33330258,1.72723039860721,19.79105,3.9747,20.0833204908279,52.91035,3.0649,5.79262847439112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"18",50,155,"2018-06-25","290",340,81.15,4.18977202711029,"Omar",1660,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","6","C",18,"N","Y","1","Y","2018-06-21","6C-3",0.1763,3.8568,0.19419,3.6421,0.12351,4.6477,NA,NA,NA,NA,NA,NA,"FALSE","FALSE","FALSE",0.808497712507702,0.829199876771411,2.21682304374615,72.7014,3.04602292051756,FALSE,"C","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,115.270360748537,101.821700404257,63.8211617445961,71.0383555710785
"1-19",76.29199175,0.333302579999995,0.436877544227956,20.4535,3.7098,18.137727039382,69.90615,9.7517,13.949702565511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"19",120,150,"2018-06-25","130",180,81.15,2.2181146025878,"Omar",1651,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","7","PK",19,"Y","Y","3","N","2018-06-21","7PK-1",0.014849,9.3551,0.003167,12.789,0.023399,8.3446,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",1.69224380961183,0.453682070240296,1.55059852125693,90.35965,2.00428059149723,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,241.269148187697,55.7099453688479,44.6409104710671,46.7431798900578
"1-2",28.962791,0.999907739999996,3.45238737523603,34.2324,4.2396,12.3847582991552,82.30475,12.8165,15.5720052609357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"2",185,30,"2018-06-25","470",520,81.15,6.40788662969809,"Omar",1579,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","About 30 degrees unlevel on 6/24","1","P",2,"N","N","1","Y","2018-06-20","1P-2",0.40995,1.9816,0.50688,1.51,0.32087,2.5261,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","FALSE",1.8559028120764,2.19357338262477,5.27399507085644,116.53715,7.46756845348121,FALSE,"P","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,264.602587431852,269.360112124023,151.835525802065,174.156202002456
"1-20",67.79277596,0,0,32.775,0.265000000000001,0.808543096872618,19.42,38.84,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"20",130,160,"2018-06-25","170",220,81.15,2.71102895871842,"Palani",1656,"Also photo 1655 (overhead veg not moved)","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","7","PK",20,"Y","Y","4","Y","2018-06-21","7PK-2",0.056242,6.3957,0.073,5.8162,0.048659,6.7176,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",1.8378817881947,0.888539741219963,0.526481823783118,52.195,1.41502156500308,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,262.033266712986,109.108346325426,15.1571329637892,33.0006725813977
"1-21",140.95308292,2.99972322000001,2.12817141552168,29.72775,12.1891,41.0024303891146,64.6124,3.06480000000001,4.74336195529032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"21",125,150,"2018-06-25","500",550,81.15,6.77757239679606,"Omar",1653,"","Some water leaked through foil, shook out thoroughly but did not rinse with DI","","7","PK",21,"N","N","3","Y","2018-06-21","7PK-3",0.027806,7.9611,0.016958,9.06,0.035433,7.4225,NA,NA,NA,NA,NA,NA,"TRUE","FALSE","TRUE",9.55319724041898,2.01481977818854,4.37915218730745,94.34015,6.39397196549599,FALSE,"PK","Tfall",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,1362.03291013583,247.41004137877,126.073472954368,149.118133989364
"1-22",24.12990359,1.33321032,5.52513736752979,44.5666,7.9494,17.8371246628641,71.15995,9.4731,13.3124039575632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"22",90,105,"2018-06-25","400",450,81.15,5.5452865064695,"Palani",1589,"","","","Rain 2","Rain",22,"","","","","2018-06-20","R11",0.99367,0.014104,1,0,0.94365,0.12889,NA,NA,NA,NA,NA,NA,"Rain","Rain","Rain",1.33807228780037,2.47134565619224,3.94602310536044,115.72655,6.41736876155268,FALSE,"Rain","Rain",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,190.773669407135,303.469192470151,113.603916002941,149.663786455176
"1-23",15.46395838,0.666605160000001,4.31070197952771,22.8383,0.530000000000001,2.3206630966403,70.3241,33.9916,48.3356345833079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"23",95,110,"2018-06-25","370",420,81.15,5.17560073937153,"Palani",1588,"","","","Rain 2","Rain",23,"","","","","2018-06-20","R13",0.93452,0.15048,0.98692,0.029268,0.87994,0.28423,NA,NA,NA,NA,NA,NA,"Rain","Rain","Rain",0.800352744251386,1.18201922365989,3.63969463955638,93.1624,4.82171386321627,FALSE,"Rain","Rain",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,114.109103994602,145.146195308407,104.784881656376,112.450442040323
"1-24",10.46441968,0,0,22.70585,16.6937,73.5215814426679,82.16545,1.39309999999999,1.69548149495924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"24",95,105,"2018-06-25","400",450,81.15,5.5452865064695,"Palani",1587,"","","","Rain 2","Rain",24,"","","","","2018-06-20","R16",1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,"Rain","Rain","Rain",0.580282052495379,1.25910443622921,4.55630961182994,104.8713,5.81541404805915,FALSE,"Rain","Rain",5.21439979050264,0.701392541202715,0.81436459367628,3.47349215079723,82.7328519206005,154.611883424995,131.17374141134,135.625194464681
